name,line,voltage
LA JOYA 0-SULLIVAN CITY 0-i_611,"LINESTRING (-98.485493 26.236354937453513, -98.558191 26.247269543960094",115.0
MATHIS 0-ODEM 0-i_703,"LINESTRING (-97.799031 28.0968956907926, -97.670027 27.956564403993408",115.0
LEANDER 2 0-SPICEWOOD 0-i_2035,"LINESTRING (-97.968206 30.447513201655685, -98.109055 30.427560693564203",115.0
DALLAS 35 0-ADDISON 0-i_1105,"LINESTRING (-96.838088 32.996893576785816, -96.834922 32.95763050253531",161.0
HOUSTON 6 1-KATY 2 0-i_2976,"LINESTRING (-95.210789 29.819702359047994, -95.737823 29.743180448514394",230.0
GOLDTHWAITE 1 0-MARBLE FALLS 2 0-i_1347,"LINESTRING (-98.448667 31.377186142184094, -98.3132 30.549799646599485",500.0
IOWA PARK 0-ELECTRA 0-i_140,"LINESTRING (-98.712096 33.96732584406029, -99.09762400000001 34.12572798887899",161.0
PLANO 7 0-CARROLLTON 2 0-i_1121,"LINESTRING (-96.808007 33.031810533078, -96.893142 33.0028467397653",161.0
ABILENE 6 0-DYESS AFB 0-i_428,"LINESTRING (-99.80831400000001 32.35670112971529, -99.89723 32.4097446998803",115.0
HELOTES 0-SAN ANTONIO 51 1-i_1992,"LINESTRING (-98.743164 29.607410069694907, -98.726112 29.535276280271308",115.0
PASADENA 3 2-HOUSTON 7 0-i_2764,"LINESTRING (-95.03140000000002 29.613737066041498, -95.11577 29.611098161292116",115.0
AUSTIN 28 0-AUSTIN 17 0-i_2004,"LINESTRING (-97.79894500000002 30.416073401176394, -97.72897100000002 30.349052697278807",115.0
FORT STOCKTON 1 0-MCCAMEY 1 0-i_60,"LINESTRING (-102.49680800000002 30.766388525922405, -102.2201 31.20304177581981",115.0
PEARLAND 1 0-FRIENDSWOOD 0-i_2817,"LINESTRING (-95.276139 29.55904886955949, -95.188533 29.51256771776159",115.0
HOUSTON 38 0-HOUSTON 50 0-i_2863,"LINESTRING (-95.38326299999999 29.608146087973797, -95.429289 29.63328971265901",115.0
DALLAS 5 0-DALLAS 3 1-i_1362,"LINESTRING (-96.68572100000002 32.7646972403154, -96.66990900000002 32.707882695939915",161.0
SAINT HEDWIG 0-ADKINS 0-i_1840,"LINESTRING (-98.201516 29.434081776632606, -98.234708 29.3510427280193",115.0
FAIRFIELD 1 2-TENNESSEE COLONY 0-i_3019,"LINESTRING (-96.07709999999999 31.875415697740298, -95.97174300000002 31.9258993273841",115.0
DALLAS 42 0-EULESS 1 0-i_1165,"LINESTRING (-96.888121 32.92077149509339, -97.08242800000001 32.857865778045806",161.0
HOWE 0-COLLINSVILLE 0-i_231,"LINESTRING (-96.73864500000002 33.448365010567784, -96.897575 33.531704430287384",161.0
MISSION 1 0-SAN JUAN 0-i_598,"LINESTRING (-98.38120000000002 26.175696438298097, -98.110512 26.138075486785393",230.0
SAN ANTONIO 31 0-SAN ANTONIO 24 0-i_1665,"LINESTRING (-98.521662 29.587523575974096, -98.483128 29.694951246660096",115.0
SEGUIN 2 1-MARTINDALE 0-i_2030,"LINESTRING (-97.915478 29.536505893280808, -97.776202 29.653338144464406",115.0
HUTTO 0-GEORGETOWN 1 0-i_1824,"LINESTRING (-97.542524 30.557562009461595, -97.614595 30.65664454529892",115.0
CORPUS CHRISTI 9 0-CORPUS CHRISTI 8 0-i_624,"LINESTRING (-97.383456 27.813050968737212, -97.376247 27.72352072667011",115.0
HOUSTON 35 0-HOUSTON 32 0-i_2753,"LINESTRING (-95.375096 29.6536102178675, -95.35621 29.751123646625995",115.0
SAN ANTONIO 12 0-MARION 1 1-i_1705,"LINESTRING (-98.40249100000001 29.58335747258072, -98.1275 29.621896429536815",230.0
HUBBARD 0-MOUNT CALM 0-i_1303,"LINESTRING (-96.798276 31.842389784064295, -96.882872 31.7450693403771",161.0
BERGHEIM 0-BOERNE 2 1-i_1754,"LINESTRING (-98.55284600000002 29.900765387821515, -98.697635 29.856719284854496",115.0
ARLINGTON 9 0-ARLINGTON 8 0-i_1032,"LINESTRING (-97.151428 32.7169049410302, -97.145229 32.633137667794",161.0
HOUSTON 35 0-HOUSTON 63 0-i_2752,"LINESTRING (-95.375096 29.6536102178675, -95.471696 29.650915150844583",115.0
DALLAS 8 0-DALLAS 10 0-i_1140,"LINESTRING (-96.73303700000001 32.910215206749996, -96.74235100000001 32.82623091565592",161.0
PORT ARANSAS 0-ARANSAS PASS 0-i_794,"LINESTRING (-97.105983 27.771066508576816, -97.083196 27.8666631152145",115.0
FORT WORTH 12 0-FORT WORTH 13 0-i_1285,"LINESTRING (-97.326156 32.75668202229541, -97.326911 32.6760758323821",161.0
LAKE JACKSON 0-FREEPORT 2 1-i_2885,"LINESTRING (-95.465043 29.0441696229416, -95.38588100000001 28.98499101570269",230.0
PRESIDIO 1 0-PRESIDIO 2 0-i_6,"LINESTRING (-104.29100000000001 29.593739442223804, -104.51013900000001 29.881803399284703",115.0
ANNONA 0-PATTONVILLE 0-i_209,"LINESTRING (-94.881845 33.4922166904937, -95.474203 33.39623904312958",161.0
PANHANDLE 4 1-PANHANDLE 5 0-i_162,"LINESTRING (-101.217056 35.42163286871961, -101.53099999999999 35.34442725070819",161.0
ODESSA 1 0-MIDLAND 4 0-i_40,"LINESTRING (-102.3084 31.82500733984199, -102.12336600000002 31.973319480887792",115.0
CALDWELL 1-SOMERVILLE 0-i_2011,"LINESTRING (-96.65463200000002 30.535363724672102, -96.429114 30.4650952427088",115.0
STAFFORD 0-HOUSTON 78 0-i_2563,"LINESTRING (-95.564368 29.621806427300708, -95.54263 29.649702120679894",115.0
FAIRFIELD 2 0-JACKSONVILLE 1 0-i_3101,"LINESTRING (-96.03640000000001 31.814481934451507, -94.971834 31.933739848500522",500.0
HOUSTON 76 0-HOUSTON 57 0-i_2745,"LINESTRING (-95.527601 29.985951525169504, -95.443009 29.950133625814704",115.0
TEXAS CITY 1 0-GALVESTON 1 0-i_2375,"LINESTRING (-94.91582900000002 29.3888876610184, -94.76496800000001 29.304256556118613",230.0
PORTLAND 0-TAFT 2 0-i_719,"LINESTRING (-97.375238 27.88576823783399, -97.45427999999998 27.936055633502797",115.0
ARLINGTON 10 0-ARLINGTON 11 0-i_1560,"LINESTRING (-97.18553 32.6867981234093, -97.21387600000001 32.63722377856069",161.0
WILLIS 2 0-WILLIS 1 1-i_2577,"LINESTRING (-95.353072 30.46516824736051, -95.4998 30.429391969007707",230.0
SAN ANTONIO 5 0-SAN ANTONIO 3 0-i_1863,"LINESTRING (-98.356683 29.553532732784014, -98.33552000000002 29.653697220031198",115.0
HOUSTON 13 0-PASADENA 4 0-i_2820,"LINESTRING (-95.222001 29.584454499805208, -95.136715 29.643140957541416",115.0
NACOGDOCHES 3 0-NACOGDOCHES 1 0-i_3109,"LINESTRING (-94.731721 31.625611455095406, -94.518216 31.5029123836078",115.0
WIMBERLEY 0-AUSTIN 39 0-i_1813,"LINESTRING (-98.13917600000002 30.031955681722, -98.029973 30.10942363291159",115.0
CARRIZO SPRINGS 0-DILLEY 0-i_769,"LINESTRING (-99.49948000000002 28.518576820807805, -99.182188 28.697080562005993",115.0
TERRELL 2 0-KAUFMAN 0-i_1118,"LINESTRING (-96.297723 32.7559860033655, -96.246103 32.562733026121585",161.0
FORT WORTH 12 0-FORT WORTH 17 0-i_1286,"LINESTRING (-97.326156 32.75668202229541, -97.350985 32.77867862073289",161.0
LAPORTE 1-HOUSTON 5 1-i_2538,"LINESTRING (-95.04542700000002 29.724273977160806, -95.5162 29.9392043515847",230.0
HOUSTON 3 0-HOUSTON 74 0-i_2503,"LINESTRING (-95.63464900000001 29.723515958268486, -95.519692 29.733794214473907",115.0
WESLACO 0-ELSA 0-i_648,"LINESTRING (-97.98015500000002 26.15215926671779, -98.030361 26.301376554056098",115.0
ELMENDORF 1-SAN ANTONIO 32 0-i_2093,"LINESTRING (-98.3681 29.254187345212085, -98.521623 29.419895426275307",230.0
EAGLE PASS 0-DEL RIO 0-i_393,"LINESTRING (-100.26608800000001 28.47006691240151, -101.201636 29.83097421926579",230.0
WHARTON 2 0-EAGLE LAKE 0-i_2868,"LINESTRING (-96.182821 29.342819929568304, -96.375508 29.391173909614803",115.0
ARMSTRONG 2 0-ARMSTRONG 1 1-i_621,"LINESTRING (-97.764774 26.9045935015308, -97.5634 26.994684632791703",115.0
MARION 1 2-CIBOLO 0-i_1631,"LINESTRING (-98.1275 29.616889102008297, -98.21695199999999 29.572499203165",115.0
AUSTIN 8 0-AUSTIN 6 0-i_1639,"LINESTRING (-97.67995700000002 30.2674816280489, -97.65560000000002 30.239865928657895",115.0
PANHANDLE 2 1-PANHANDLE 6 0-i_150,"LINESTRING (-101.27483299999999 35.232452121577005, -100.985549 34.89485474885791",161.0
AUSTIN 31 0-AUSTIN 27 1-i_1677,"LINESTRING (-97.852406 30.213679265992294, -97.78878 30.20435503016379",115.0
TRENTON 0-LEONARD 0-i_185,"LINESTRING (-96.302485 33.43311659525639, -96.170163 33.4354317555611",161.0
JOSHUA 0-GRANBURY 2 1-i_1425,"LINESTRING (-97.53627400000002 32.4235050016131, -97.686156 32.40062438513922",161.0
MCKINNEY 3 0-FRISCO 2 0-i_1026,"LINESTRING (-96.69195 33.1696223161641, -96.85202699999999 33.143924609675196",500.0
FALLS CITY 0-PLEASANTON 0-i_795,"LINESTRING (-98.23142500000002 28.860727463071694, -98.419996 28.929477637984895",115.0
TEAGUE 0-STREETMAN 0-i_3188,"LINESTRING (-96.22075700000002 31.4727594043679, -96.32092199999998 31.7591182694809",115.0
ITASCA 0-MAYPEARL 0-i_1498,"LINESTRING (-97.1513 32.1602009308573, -97.033619 32.29993267680521",161.0
ARLINGTON 7 0-GRAND PRAIRIE 2 0-i_1333,"LINESTRING (-97.129704 32.6897622038762, -97.005789 32.77424950020599",161.0
GREGORY 0-CORPUS CHRISTI 1 0-i_636,"LINESTRING (-97.240417 27.882926070783, -97.4463 27.813899999999997",230.0
SAN ANTONIO 46 0-HELOTES 0-i_1596,"LINESTRING (-98.652613 29.649847124285706, -98.743164 29.607410069694907",115.0
CONROE 5 1-CONROE 7 0-i_2273,"LINESTRING (-95.429908 30.304888576333003, -95.501408 30.322060011992008",115.0
MISSION 1 0-MISSION 4 0-i_584,"LINESTRING (-98.38120000000002 26.175696438298097, -98.365366 26.222276155465096",230.0
ARMSTRONG 2 0-ARMSTRONG 1 1-i_620,"LINESTRING (-97.764774 26.9045935015308, -97.5634 26.994684632791703",115.0
HOUSTON 1 0-HOUSTON 23 0-i_2216,"LINESTRING (-95.25029999999998 29.808301074107792, -95.310727 29.7706791345648",115.0
VALLEY VIEW 0-SANGER 0-i_286,"LINESTRING (-97.12495200000001 33.45562521173879, -97.20975899999999 33.3706458594854",161.0
BROWNWOOD 0-GOLDTHWAITE 1 0-i_1131,"LINESTRING (-99.02209100000002 31.742180149350702, -98.448667 31.377186142184094",500.0
GOLDTHWAITE 2 0-GOLDTHWAITE 1 1-i_1148,"LINESTRING (-98.53771700000001 31.62122616613418, -98.430667 31.377186142184094",161.0
NURSERY 0-VICTORIA 1 0-i_2241,"LINESTRING (-97.117 28.888396142184707, -96.94521399999999 28.668770854419012",500.0
JACKSBORO 1 0-PALO PINTO 1 0-i_868,"LINESTRING (-98.31965200000002 33.0619360212675, -98.29230000000001 32.65203807393819",500.0
COLORADO CITY 1 - SAN ANGELO 1 1 - 3237,"LINESTRING (-100.9 32.33, -100.31307500000001 31.503581427543097",500.0
CHEROKEE 0-SAN SABA 0-i_344,"LINESTRING (-99.07089299999998 30.93364430440759, -98.754991 31.15093138563891",115.0
DALLAS 20 0-DALLAS 9 0-i_1270,"LINESTRING (-96.785252 32.799711193277005, -96.740403 32.78982292405999",161.0
AUSTIN 10 0-MANOR 0-i_1662,"LINESTRING (-97.68212200000002 30.30177849745062, -97.51991200000002 30.33721039656011",115.0
SHERMAN 1 1-SHERMAN 2 0-i_266,"LINESTRING (-96.58189300000001 33.57657454698819, -96.534205 33.5981340458303",161.0
FAIRFIELD 1 2-WORTHAM 0-i_3087,"LINESTRING (-96.07709999999999 31.875415697740298, -96.424735 31.8873667679995",115.0
LEAGUE CITY 0-DEER PARK 1-i_2396,"LINESTRING (-95.082987 29.501283438387105, -95.114456 29.720683887687706",230.0
VICTORIA 2 2-INEZ 0-i_2176,"LINESTRING (-96.97399999999999 28.772523516131912, -96.880623 28.832742766276297",115.0
FORT WORTH 2 0-ARLINGTON 1 1-i_990,"LINESTRING (-97.177363 32.773493479634304, -97.12769 32.772671457267094",161.0
SAN ANTONIO 5 0-SAN ANTONIO 6 0-i_1865,"LINESTRING (-98.356683 29.553532732784014, -98.359361 29.516130805996212",115.0
TOMBALL 2 0-CYPRESS 1 2-i_2694,"LINESTRING (-95.677904 30.059234368272115, -95.66512399999999 29.989044884309898",115.0
PFLUGERVILLE 2-AUSTIN 11 0-i_1701,"LINESTRING (-97.59026000000001 30.432326155775396, -97.70069400000001 30.329332196563016",115.0
HOUSTON 4 2-HOUSTON 39 0-i_2685,"LINESTRING (-95.38095999999999 29.709792264146415, -95.387702 29.750972052268914",115.0
HUBBARD 0-DAWSON 0-i_1302,"LINESTRING (-96.798276 31.842389784064295, -96.646804 31.860838007530113",161.0
GARLAND 4 0-DALLAS 5 0-i_1306,"LINESTRING (-96.647955 32.8777773212275, -96.68572100000002 32.7646972403154",161.0
DALLAS 27 0-DALLAS 14 0-i_908,"LINESTRING (-96.79908100000002 32.74440068832589, -96.755851 32.66302247819911",161.0
ARLINGTON 3 0-ARLINGTON 7 0-i_1334,"LINESTRING (-97.076639 32.72042103656161, -97.129704 32.6897622038762",161.0
CONROE 6 0-CONROE 5 1-i_2274,"LINESTRING (-95.49208100000001 30.231356713271317, -95.429908 30.304888576333003",115.0
ARCHER 1 0-ARCHER 2 0-i_234,"LINESTRING (-98.491 33.48927348639842, -98.57294400000002 33.4870513323145",161.0
SAN ANTONIO 52 1-SAN ANTONIO 50 1-i_1970,"LINESTRING (-98.878015 29.35474081914091, -98.722034 29.398379895204194",230.0
HOUSTON 71 0-HOUSTON 78 0-i_2567,"LINESTRING (-95.51212500000001 29.685445009977308, -95.54263 29.649702120679894",115.0
HOUSTON 28 0-HOUSTON 37 0-i_2362,"LINESTRING (-95.337582 29.9086745860335, -95.378584 29.85752330497492",115.0
EVANT 0-KILLEEN 2 0-i_1007,"LINESTRING (-98.040081 31.54777233135801, -97.720602 31.100554626402104",161.0
AUSTIN 31 0-AUSTIN 26 0-i_1678,"LINESTRING (-97.852406 30.213679265992294, -97.764536 30.345750613416303",115.0
ROWLETT 1 0-ROWLETT 2 0-i_1184,"LINESTRING (-96.546785 32.89542780297219, -96.55276700000002 32.93565990190759",161.0
RHOME 0-BOYD 0-i_931,"LINESTRING (-97.45919300000001 33.09095215487141, -97.59348300000003 33.03952774455499",161.0
EARLY 0-COMANCHE 0-i_846,"LINESTRING (-98.796134 31.83644839017251, -98.60555300000001 31.88498761006321",161.0
FARMERSVILLE 0-JOSEPHINE 0-i_1559,"LINESTRING (-96.35240400000002 33.17180837628631, -96.305404 33.063805410128595",161.0
LEWISVILLE 2 0-FLOWER MOUND 1 0-i_1368,"LINESTRING (-97.057417 33.07895382564289, -97.05647000000002 33.030295491566",161.0
DAYTON 0-BAYTOWN 2 1-i_2293,"LINESTRING (-94.91767400000002 30.0519431847122, -94.8875 29.770600132592996",230.0
ARLINGTON 11 0-FORT WORTH 8 0-i_1084,"LINESTRING (-97.21387600000001 32.63722377856069, -97.271334 32.61763224758379",161.0
SILVERTON 0 - CASTRO_SOLAR 0 - 3212,"LINESTRING (-101.278161 34.4515410554556, -102.02 34.49",161.0
HOUSTON 73 0-HOUSTON 90 2-i_2228,"LINESTRING (-95.519364 29.81339420138271, -95.6556 29.81999028611692",115.0
KEMPNER 0-LAMPASAS 0-i_465,"LINESTRING (-98.00169 31.081991908427998, -98.25034000000001 31.096211831197405",115.0
SAN SABA 0-BUCHANAN DAM 2 0-i_346,"LINESTRING (-98.754991 31.15093138563891, -98.458066 30.930592107242788",115.0
SOLEMIO 1 - SULPHUR SPRINGS 0 - 3252,"LINESTRING (-95.62 33.09, -95.59921899999999 33.16195188738809",115.0
HOUSTON 8 0-HOUSTON 7 0-i_2629,"LINESTRING (-95.12701300000002 29.571047167143806, -95.11577 29.611098161292116",115.0
AUSTIN 7 0-AUSTIN 17 0-i_1770,"LINESTRING (-97.669867 30.379996483554205, -97.72897100000002 30.349052697278807",115.0
EDINBURG 2 0-SANTA ROSA 1 0-i_519,"LINESTRING (-98.17429500000003 26.27423304328131, -97.85801200000002 26.263226431079403",115.0
BIG SPRING 5 0-BIG SPRING 6 0-i_13,"LINESTRING (-101.37933299999999 32.201407707471816, -101.41343600000002 32.267094110442",115.0
LAKE JACKSON 0-ANGLETON 0-i_2804,"LINESTRING (-95.465043 29.0441696229416, -95.43928800000002 29.16863423160271",230.0
YANTIS 0-COMO 0-i_3193,"LINESTRING (-95.55915400000002 32.91904924394449, -95.451935 33.0081523366007",115.0
AUSTIN 20 0-AUSTIN 16 0-i_1856,"LINESTRING (-97.73898900000002 30.268081643251207, -97.720203 30.279685937317403",115.0
FORT WORTH 8 0-FORT WORTH 12 0-i_1082,"LINESTRING (-97.271334 32.61763224758379, -97.326156 32.75668202229541",161.0
PASADENA 2 2-DEER PARK 2-i_2195,"LINESTRING (-95.162079 29.715995970726297, -95.114456 29.71443083422439",115.0
ROWLETT 2 0-WYLIE 0-i_1186,"LINESTRING (-96.55276700000002 32.93565990190759, -96.53133600000001 33.0097199279648",161.0
HOUSTON 74 0-HOUSTON 71 0-i_2795,"LINESTRING (-95.519692 29.733794214473907, -95.51212500000001 29.685445009977308",115.0
LAREDO 4 0-OILTON 1-i_771,"LINESTRING (-99.339796 27.3671490151858, -98.983678 27.48166864386469",230.0
MCCAMEY 1 1 - QUEEN_SOLAR - 3325,"LINESTRING (-102.23090000000002 31.20304177581981, -102.26 31.41",230.0
HUTTO 0-ROUND ROCK 2 0-i_1823,"LINESTRING (-97.542524 30.557562009461595, -97.64199 30.540875583132394",115.0
MONTAGUE 0-NOCONA 0-i_246,"LINESTRING (-97.678873 33.62090863006859, -97.95480200000002 33.78709021859431",161.0
HOUSTON 33 0-HOUSTON 34 0-i_2334,"LINESTRING (-95.360152 29.722391930254705, -95.36399000000002 29.792844687980903",115.0
AUSTIN 10 0-AUSTIN 9 0-i_1664,"LINESTRING (-97.68212200000002 30.30177849745062, -97.68067500000001 30.1813084475524",115.0
PARIS 2 1-CLARKSVILLE 0-i_169,"LINESTRING (-95.52170000000001 33.69080949840439, -94.988258 33.6570701474704",161.0
BROWNSVILLE 1 1-BROWNSVILLE 3 0-i_745,"LINESTRING (-97.49980000000001 25.906623725411485, -97.43458200000003 25.982469895651803",115.0
LAREDO 4 1-SAN YGNACIO 0-i_565,"LINESTRING (-99.328996 27.3671490151858, -99.32183000000002 27.12182490121719",115.0
SABINAL 0-LEAKEY 0-i_302,"LINESTRING (-99.621829 29.297538142913105, -99.673471 29.63821220420771",115.0
DALLAS 5 0-DALLAS 3 1-i_1361,"LINESTRING (-96.68572100000002 32.7646972403154, -96.66990900000002 32.707882695939915",161.0
MEDINA 0-HONDO 1-i_1894,"LINESTRING (-99.307592 29.672035307317696, -99.11953400000002 29.4211037564241",115.0
LEWISVILLE 1 0-FRISCO 2 1-i_1487,"LINESTRING (-96.96020600000001 33.066059471945906, -96.847707 33.143924609675196",161.0
AUSTIN 3 2-AUSTIN 25 0-i_1645,"LINESTRING (-97.784408 30.285963478461994, -97.76245000000002 30.290781218580197",115.0
CORPUS CHRISTI 8 0-PORT ARANSAS 0-i_677,"LINESTRING (-97.376247 27.72352072667011, -97.105983 27.771066508576816",115.0
STRAWN 0-EASTLAND 0-i_1157,"LINESTRING (-98.657449 32.75331795051979, -98.65502 32.4898020981083",161.0
LENORAH 0-BIG SPRING 6 0-i_92,"LINESTRING (-101.8277 32.2292095700582, -101.41343600000002 32.267094110442",115.0
SEGUIN 2 1-SEGUIN 1 2-i_1964,"LINESTRING (-97.915478 29.536505893280808, -97.958815 29.58554276691699",115.0
SUTHERLAND SPRINGS 0-FLORESVILLE 1-i_1885,"LINESTRING (-98.053416 29.290987249706987, -98.058806 29.067153025708105",115.0
KERENS 0-KEMP 0-i_821,"LINESTRING (-96.320632 32.15216941227081, -96.236039 32.3606043922518",161.0
BRYSON 2 0-WEATHERFORD 3 0-i_1195,"LINESTRING (-98.373374 33.270406353573506, -97.894219 32.84235401141162",161.0
WESLACO 0-DONNA 0-i_649,"LINESTRING (-97.98015500000002 26.15215926671779, -98.049657 26.155437448313194",115.0
HOUSTON 41 0-HOUSTON 57 0-i_2644,"LINESTRING (-95.391272 29.932199175863314, -95.443009 29.950133625814704",115.0
BISHOP 0-KINGSVILLE 0-i_566,"LINESTRING (-97.81380000000001 27.56331738547781, -97.85659700000001 27.43781410243951",115.0
GREENVILLE 1 0-GARLAND 1 0-i_950,"LINESTRING (-96.10840000000002 33.1646730744551, -96.57200500000002 32.85519770528371",500.0
HOUSTON 37 0-HOUSTON 57 0-i_2924,"LINESTRING (-95.378584 29.85752330497492, -95.443009 29.950133625814704",115.0
MANOR 0-TAYLOR 0-i_1866,"LINESTRING (-97.51991200000002 30.33721039656011, -97.380511 30.462971595511416",115.0
KYLE 1-LOCKHART 0-i_2050,"LINESTRING (-97.79865600000001 29.90226142531001, -97.667772 29.865227361700494",115.0
BASTROP 0-ROCKDALE 1 0-i_1603,"LINESTRING (-97.2528 30.1393735890793, -97.04603200000001 30.55967127726221",500.0
CROCKETT 0-LOVELADY 0-i_3028,"LINESTRING (-95.24673900000002 31.182738454327104, -95.490937 31.086201181539607",115.0
SANDERSON 0-SHEFFIELD 0-i_23,"LINESTRING (-101.961461 30.021833185349596, -101.77553 30.590800267185404",115.0
SAN ANTONIO 50 2-SAN ANTONIO 49 0-i_1672,"LINESTRING (-98.72635399999999 29.394616121928106, -98.70202799999998 29.338826427082093",115.0
AUSTIN 8 0-AUSTIN 6 0-i_1637,"LINESTRING (-97.67995700000002 30.2674816280489, -97.65560000000002 30.239865928657895",115.0
HOUSTON 10 0-PASADENA 2 2-i_2194,"LINESTRING (-95.16952100000002 29.761429903746293, -95.162079 29.715995970726297",115.0
ROSCOE 4 0-SWEETWATER 3 0-i_411,"LINESTRING (-100.47430000000001 32.230853680250306, -100.3757 32.34111708180161",115.0
WILLIS 2 0-MAGNOLIA 1 0-i_2578,"LINESTRING (-95.353072 30.46516824736051, -95.642894 30.214369283446914",230.0
THICKGRASS SOLAR - WADSWORTH 1 - 3334,"LINESTRING (-95.94 28.85, -96.0121 28.788690098280515",230.0
GORDONVILLE 0-SADLER 0-i_187,"LINESTRING (-96.830764 33.824950865816305, -96.83054299999999 33.73198637039371",161.0
BAYTOWN 1 2-BAYTOWN 2 2-i_2391,"LINESTRING (-94.8995 29.666892831602905, -94.8875 29.76560021060301",115.0
ROUND ROCK 3 2-ROUND ROCK 2 0-i_2168,"LINESTRING (-97.642886 30.496783978561705, -97.64199 30.540875583132394",115.0
CORPUS CHRISTI 15 0-CORPUS CHRISTI 16 0-i_540,"LINESTRING (-97.47222 27.72051077002909, -97.470816 27.6514925206554",115.0
KILLEEN 3 1-HARKER HEIGHTS 0-i_1563,"LINESTRING (-97.72481700000003 31.00346981975701, -97.63562500000002 31.038518579129782",161.0
AUSTIN 5 0-PFLUGERVILLE 2-i_1699,"LINESTRING (-97.641082 30.353171801902604, -97.59026000000001 30.432326155775396",115.0
LIBERTY HILL 0-GEORGETOWN 3 4-i_2104,"LINESTRING (-97.93782600000002 30.68840335967631, -97.798899 30.817064533217508",115.0
BRIDGEPORT 0-KELLER 2 0-i_854,"LINESTRING (-97.90280000000003 33.1903748419846, -97.279594 32.925619627546986",500.0
HOUSTON 12 0-HOUSTON 18 0-i_2366,"LINESTRING (-95.187592 29.6168613044459, -95.27053700000002 29.716023771561908",115.0
BREMOND 1-BRYAN 1 1-i_3203,"LINESTRING (-96.67343000000001 31.085759152857804, -96.43920000000001 30.71551025762",230.0
GATESVILLE 2 0-VALLEY MILLS 0-i_1255,"LINESTRING (-97.719745 31.452013591270706, -97.497079 31.656030460492712",161.0
WICHITA FALLS 5 0-WICHITA FALLS 4 0-i_172,"LINESTRING (-98.50084000000001 33.79310163873919, -98.48204600000001 33.8585362162946",161.0
DEL VALLE 0-AUSTIN 18 0-i_2014,"LINESTRING (-97.60371200000002 30.14849461872269, -97.736369 30.124475012540103",115.0
TYLER 4 0-TYLER 7 0-i_3037,"LINESTRING (-95.291423 32.31585238389079, -95.310228 32.228975554374315",230.0
SWEETWATER 3 0-SWEETWATER 2 0-i_483,"LINESTRING (-100.3757 32.34111708180161, -100.4129 32.28474629503489",115.0
BEDFORD 2 0-HURST 0-i_1301,"LINESTRING (-97.14155700000002 32.828237970347814, -97.176986 32.814779603666416",161.0
WAXAHACHIE 1 0-FORRESTON 0-i_1376,"LINESTRING (-96.781344 32.369768554402505, -96.833324 32.2314217183227",161.0
WESLACO 0-DONNA 0-i_650,"LINESTRING (-97.98015500000002 26.15215926671779, -98.049657 26.155437448313194",115.0
LANCASTER 1 0-RED OAK 0-i_1102,"LINESTRING (-96.74856100000001 32.56031669582519, -96.803715 32.51934458803692",161.0
CORPUS CHRISTI 10 0-CORPUS CHRISTI 6 0-i_664,"LINESTRING (-97.39013500000001 27.761649957265284, -97.32884499999999 27.697198188423815",115.0
VAN HORN 0-MARFA 0-i_15,"LINESTRING (-104.615514 31.08731425376499, -103.996761 30.27907842299599",115.0
MATHIS 0-ODEM 0-i_704,"LINESTRING (-97.799031 28.0968956907926, -97.670027 27.956564403993408",115.0
DALLAS 20 0-DALLAS 16 0-i_1268,"LINESTRING (-96.785252 32.799711193277005, -96.769163 32.78402196988319",161.0
CHAPPELL HILL 0-HEMPSTEAD 0-i_2161,"LINESTRING (-96.24944199999999 30.116072119264302, -96.056554 30.093701709147908",115.0
DENISON 1 0-DENISON 2 0-i_226,"LINESTRING (-96.461794 33.7211376134185, -96.59506100000002 33.764799661257",161.0
NEEDVILLE 0-DAMON 0-i_2792,"LINESTRING (-95.80341099999998 29.380073443621786, -95.66406200000002 29.2573654232844",115.0
HOLLAND 1-BUCKHOLTS 0-i_1585,"LINESTRING (-97.35720900000001 30.878146722132, -97.139898 30.846471680159613",115.0
PASADENA 3 2-HOUSTON 7 0-i_2766,"LINESTRING (-95.03140000000002 29.613737066041498, -95.11577 29.611098161292116",115.0
SAN ANTONIO 4 0-SAN ANTONIO 8 0-i_2147,"LINESTRING (-98.34448300000001 29.4716397049353, -98.38376100000002 29.444142025181716",115.0
PARIS 2 1-PARIS 3 0-i_126,"LINESTRING (-95.52170000000001 33.69080949840439, -95.335733 33.677877597073206",161.0
AUSTIN 24 0-AUSTIN 27 1-i_2060,"LINESTRING (-97.76148100000002 30.240543945822285, -97.78878 30.20435503016379",115.0
FULSHEAR 0-DAMON 0-i_2777,"LINESTRING (-95.951677 29.58992263551939, -95.66406200000002 29.2573654232844",115.0
SULPHUR SPRINGS 0-CUMBY 0-i_3070,"LINESTRING (-95.59921899999999 33.16195188738809, -95.794234 33.09206408763481",115.0
HOUSTON 9 0-HOUSTON 6 2-i_2224,"LINESTRING (-95.14544 29.8304296272335, -95.210789 29.813455483430392",115.0
HOUSTON 62 0-HOUSTON 61 0-i_2865,"LINESTRING (-95.47080900000002 29.827525554622007, -95.472548 29.745701511387093",115.0
LAREDO 6 0-LAREDO 5 0-i_571,"LINESTRING (-99.493143 27.50742513822979, -99.431389 27.539019973091495",115.0
HERMLEIGH 0 - CROWDED_STAR_SOLAR - 3351,"LINESTRING (-100.6548 32.58253336574679, -100.18 32.85",230.0
